date,BL15,trend,season,resid
2017/4/16,85931,94845.3467,-8609.049312,-305.2973843
2017/4/17,86223,94675.121,-8030.118568,-422.0024283
2017/4/18,88232,94594.89914,-6011.910109,-350.9890277
2017/4/19,90446,94575.53997,-3515.917029,-613.6229379
2017/4/20,92079,94555.77794,-807.9038243,-1668.874116
2017/4/21,108505,94528.57286,12601.01966,1375.407477
2017/4/22,113573,94553.45678,14661.57023,4357.972982
2017/4/23,87126,94593.48149,-8402.425013,934.9435271
2017/4/24,85683,94621.7498,-8454.289937,-484.4598597
2017/4/25,88470,94621.82084,-6475.237672,323.416835
2017/4/26,89418,94616.61016,-3477.176866,-1721.433291
2017/4/27,96510,94646.5185,-803.4137637,2666.89526
2017/4/28,106287,94798.77018,13222.70579,-1734.475974
2017/4/29,108898,95028.59842,14609.66674,-740.2651648
2017/4/30,93068,95278.97487,-8340.890539,6129.915672
2017/5/1,87917,95555.50934,-8948.758664,1310.24932
2017/5/2,87362,95852.99102,-6340.0916,-2150.899424
2017/5/3,95426,96150.67419,-3585.003246,2860.329059
2017/5/4,95837,96476.94564,-916.1699363,276.2242969
2017/5/5,110197,96759.33852,13979.48053,-541.819048
2017/5/6,111968,96990.47733,14238.89027,738.6323963
2017/5/7,88159,97202.93572,-8193.269985,-850.6657348
2017/5/8,87346,97337.20713,-9270.915926,-720.2911991
2017/5/9,92801,97350.7483,-6379.38108,1829.632776
2017/5/10,94474,97301.53267,-3564.204109,736.6714431
2017/5/11,95704,97207.46178,-1761.774658,258.312883
2017/5/12,114034,97038.87414,14996.78125,1998.344615
2017/5/13,110310,96783.89577,14384.5106,-858.4063669
2017/5/14,88510,96442.16881,-7642.197993,-289.9708214
2017/5/15,86310,96093.71421,-9649.599012,-134.1151973
2017/5/16,89896,95821.07672,-6379.000306,453.9235901
2017/5/17,90497,95600.36035,-4057.992204,-1045.368151
2017/5/18,91957,95384.53123,-2558.603385,-868.9278499
2017/5/19,110764,95174.40287,15921.39847,-331.8013329
2017/5/20,110354,94962.40267,13442.34906,1949.248275
2017/5/21,89387,94769.45391,-6499.136907,1116.682999
2017/5/22,85318,94597.83743,-8987.350623,-292.4868106
2017/5/23,87173,94435.45252,-5857.290887,-1405.161635
2017/5/24,90349,94263.62009,-4413.039564,498.4194734
2017/5/25,91022,94068.24704,-2477.835656,-568.4113817
2017/5/26,100984,93690.33261,13949.46154,-6655.794154
2017/5/27,98686,93239.48021,12434.46055,-6987.940756
2017/5/28,88596,92878.90236,-5979.594212,1696.691854
2017/5/29,92599,92604.91466,-8074.913881,8068.999219
2017/5/30,73991,92364.89998,-5032.346344,-13341.55364
2017/5/31,86177,92088.29179,-4160.354196,-1750.937597
2017/6/1,89815,91834.46578,-1741.266964,-278.1988204
2017/6/2,90235,91770.08973,12600.49821,-14135.58794
2017/6/3,102414,91957.04906,11509.90769,-1052.956753
2017/6/4,84943,92412.60304,-6302.941643,-1166.661395
2017/6/5,86270,92917.1086,-7354.985045,707.8764474
2017/6/6,89880,93415.37229,-4108.443911,573.071617
2017/6/7,91427,93881.70333,-3628.194383,1173.491049
2017/6/8,93400,94277.45977,-582.4888533,-294.9709174
2017/6/9,105210,94572.64819,10636.72716,0.624650316
2017/6/10,110392,94782.30064,10714.97267,4894.726689
2017/6/11,88635,94912.87875,-7523.867615,1245.988868
2017/6/12,87736,95008.03952,-6890.039183,-382.0003368
2017/6/13,92074,95083.84211,-3587.056589,577.2144776
2017/6/14,90231,95140.39456,-2859.400484,-2049.994074
2017/6/15,96612,95165.57863,-155.0429937,1601.464361
2017/6/16,106128,95236.68993,11520.14675,-628.8366867
2017/6/17,105860,95391.85074,10575.91168,-107.7624148
2017/6/18,86060,95621.96184,-8807.623214,-754.3386231
2017/6/19,88490,95899.24346,-7003.494271,-405.7491871
2017/6/20,91397,96190.25709,-3923.480233,-869.7768547
2017/6/21,95978,96483.00396,-2399.513568,1894.509608
2017/6/22,96731,96791.14827,-38.87169432,-21.27657677
2017/6/23,109811,97070.68427,12584.43335,155.8823786
2017/6/24,108485,97294.53039,10256.57671,933.8929064
2017/6/25,86903,97464.54037,-9837.310448,-724.2299186
2017/6/26,91298,97573.24955,-7019.314177,744.0646323
2017/6/27,93594,97665.20978,-4152.915941,81.70616435
2017/6/28,95459,97777.61066,-1789.457773,-529.152883
2017/6/29,96865,97908.75378,31.02897953,-1074.782763
2017/6/30,112767,98065.60025,13150.78864,1550.611115
2017/7/1,106725,98264.4905,9973.904868,-1513.395369
2017/7/2,88444,98513.19329,-10563.37087,494.1775735
2017/7/3,91309,98833.96517,-7040.081484,-484.8836832
2017/7/4,95162,99201.05674,-4095.082565,56.02582832
2017/7/5,97913,99586.48598,-1398.402896,-275.0830864
2017/7/6,99990,99975.69212,485.4873332,-471.1794496
2017/7/7,113789,100387.3291,13076.98461,324.6862664
2017/7/8,111098,100800.1437,9572.027905,725.828363
2017/7/9,89917,101167.3778,-10895.74788,-354.6299582
2017/7/10,95007,101436.3541,-7095.052451,665.6983079
2017/7/11,97497,101581.3402,-3704.806124,-379.5340285
2017/7/12,101698,101571.9313,-1221.368899,1347.437648
2017/7/13,104541,101422.5588,1092.06059,2026.380627
2017/7/14,113631,101165.2913,12383.58445,82.12428782
2017/7/15,110565,100820.4175,9293.184831,451.3977162
2017/7/16,89618,100386.3346,-11342.44917,574.1146068
2017/7/17,91472,99884.86458,-6891.000383,-1521.864195
2017/7/18,96249,99380.40851,-3338.072991,206.6644845
2017/7/19,97226,98994.76012,-1090.63802,-678.1221052
2017/7/20,100003,98775.41932,1549.943147,-322.362468
2017/7/21,109520,98689.09701,11672.3392,-841.4362139
2017/7/22,106970,98684.84507,9524.670915,-1239.51599
2017/7/23,86547,98716.0549,-11468.26579,-700.7891145
2017/7/24,93937,98774.81749,-6817.121237,1979.303743
2017/7/25,96317,98856.66884,-3285.277926,745.6090852
2017/7/26,98067,98838.06663,-1307.308226,536.2415915
2017/7/27,100278,98715.21854,1460.890808,101.8906497
2017/7/28,109792,98559.33758,11421.9628,-189.30038
2017/7/29,81139,98387.07408,9959.81929,-27207.89336
2017/7/30,65125,98224.14387,-11285.58325,-21813.56062
2017/7/31,90247,98130.1464,-6689.07047,-1194.075934
2017/8/1,94670,98100.55963,-3594.105247,163.5456212
2017/8/2,95762,98181.29709,-1400.037538,-1019.259551
2017/8/3,99298,98493.27428,1139.133541,-334.4078182
2017/8/4,110004,99001.35778,11634.61483,-631.9726115
2017/8/5,110502,99565.38555,10454.7488,481.8656559
2017/8/6,88800,100162.8735,-11027.04687,-335.8266157
2017/8/7,95010,100791.8297,-7000.616786,1218.787049
2017/8/8,96014,101372.6571,-3948.465492,-1410.191646
2017/8/9,100940,101771.2846,-1355.403445,524.1188176
2017/8/10,103658,102011.4181,694.3233854,952.2584914
2017/8/11,115296,102129.9144,11736.66678,1429.418807
2017/8/12,127128,102139.1918,11051.30258,13937.50557
2017/8/13,92578,102047.0438,-10741.15148,1272.107714
2017/8/14,93868,101870.1538,-7286.672699,-715.481139
2017/8/15,98382,101587.3368,-4050.299017,844.9622643
2017/8/16,99778,101225.8858,-1179.944268,-267.9415187
2017/8/17,100452,100839.283,717.3495773,-1104.632606
2017/8/18,112230,100477.649,11663.04321,89.30777292
2017/8/19,111362,100136.3808,11316.80188,-91.18265186
2017/8/20,88736,99821.58066,-11527.07381,441.4931464
2017/8/21,92360,99537.95809,-7565.932463,387.9743771
2017/8/22,94658,99283.30966,-3353.90718,-1271.402483
2017/8/23,99032,99031.1416,-1212.243689,1213.102092
2017/8/24,99060,98778.85654,1235.306017,-954.1625566
2017/8/25,109822,98471.99765,11363.66752,-13.66516898
2017/8/26,110152,98118.08568,11542.87263,491.0416961
2017/8/27,90660,97710.49151,-12473.41468,5422.923172
2017/8/28,100000,97241.1499,-7626.967822,10385.81792
2017/8/29,95128,96695.9964,-3161.496005,1593.499608
2017/8/30,94108,96149.91212,-1429.683097,-612.2290238
2017/8/31,99102,95573.30791,2030.528741,1498.163347
2017/9/1,105076,95031.61757,11169.50994,-1125.127508
2017/9/2,103034,94685.68121,12254.751,-3906.432209
2017/9/3,79126,94493.01225,-12946.40253,-2420.609718
2017/9/4,86218,94326.09442,-7677.377542,-430.7168787
2017/9/5,86390,94213.03415,-3337.928934,-4485.105211
2017/9/6,92510,94246.94071,-1746.891601,9.950893742
2017/9/7,96832,94478.42317,1664.775239,688.8015885
2017/9/8,106850,94795.6484,11187.56024,866.7913646
2017/9/9,107470,95065.16201,13251.10625,-846.268257
2017/9/10,82036,95197.73575,-12523.93337,-637.8023776
2017/9/11,88086,95272.64073,-7994.87385,808.2331223
2017/9/12,92068,95339.95029,-3881.578684,609.6283903
2017/9/13,83892,95287.83688,-1944.173606,-9451.663273
2017/9/14,86968,95101.67973,565.8467469,-8699.526474
2017/9/15,105558,94847.12443,11153.18764,-442.3120702
2017/9/16,111454,94541.67987,14071.01265,2841.307481
2017/9/17,86290,94194.46418,-10331.85168,2427.387492
2017/9/18,84480,93804.79241,-8411.336307,-913.4561038
2017/9/19,86286,93407.6739,-4669.025281,-2452.64862
2017/9/20,90692,93049.79771,-2369.10177,11.30405577
2017/9/21,90298,92761.56826,-528.9990347,-1934.569221
2017/9/22,104090,92614.81752,10824.40705,650.7754236
2017/9/23,107410,92642.74612,14778.05876,-10.80487622
2017/9/24,83466,92756.30736,-8181.825381,-1108.481984
2017/9/25,84094,92870.09702,-8661.258296,-114.8387255
2017/9/26,88524,92979.0855,-4986.709864,531.6243606
2017/9/27,90980,93112.60604,-3332.048102,1199.442059
2017/9/28,92374,93238.52702,-1161.819016,297.2919932
2017/9/29,101970,93259.29681,10957.08311,-2246.379924
2017/9/30,107730,93196.73762,14382.24805,151.0143254
2017/10/1,87055,93117.138,-7016.213362,954.0753576
2017/10/2,89319,93036.71181,-8301.139157,4583.427349
2017/10/3,103932,92974.62976,-4986.551558,15943.9218
2017/10/4,86794,92912.6003,-4264.153948,-1854.446354
2017/10/5,92994,92701.81719,-1119.240611,1411.423417
2017/10/6,103591,92215.13899,11132.43792,243.4230912
2017/10/7,99687,91805.73955,14421.39551,-6540.135063
2017/10/8,91605,91537.95391,-6797.740025,6864.786112
2017/10/9,94429,91347.77431,-8223.177027,11304.40272
2017/10/10,78445,91212.94853,-4902.305092,-7865.643436
2017/10/11,84757,90866.34108,-4342.681141,-1766.659941
2017/10/12,88543,90573.51888,-1343.625532,-686.8933434
2017/10/13,103508,91078.49061,11477.84118,951.6682056
2017/10/14,100400,91732.28104,14193.90655,-5526.187594
2017/10/15,86635,92270.50012,-6891.879584,1256.379466
2017/10/16,84857,92708.46536,-8010.602323,159.1369602
2017/10/17,87850,93036.29051,-5060.222433,-126.0680728
2017/10/18,91112,93202.7441,-3883.573428,1792.829328
2017/10/19,91470,93218.52262,-1847.910526,99.38790514
2017/10/20,104945,93204.50014,11887.43263,-146.9327725
2017/10/21,107607,93218.48597,13945.21355,443.3004799
2017/10/22,84439,93214.71213,-7360.487859,-1415.224268
2017/10/23,84184,93159.7627,-8164.403036,-811.3596654
2017/10/24,88660,93103.62451,-4826.995059,383.3705512
2017/10/25,90728,93120.55143,-3361.608672,969.0572378
2017/10/26,91411,93216.18125,-2502.371028,697.1897814
2017/10/27,104529,93369.93074,12140.31672,-981.2474613
2017/10/28,106783,93559.76845,14654.79757,-1431.566019
2017/10/29,85529,93775.3715,-7940.32613,-306.045373
2017/10/30,86228,94054.64066,-8147.904421,321.2637565
2017/10/31,89535,94440.92896,-4577.038103,-328.8908546
2017/11/1,90547,94927.37839,-3819.676467,-560.701919
2017/11/2,91497,95465.86765,-3659.064627,-309.8030192
2017/11/3,108921,96029.23482,12662.8961,228.8690741
2017/11/4,112636,96621.83162,15604.0102,410.1581718
2017/11/5,89313,97261.23065,-7907.452965,-40.77768672
2017/11/6,89591,97924.18565,-8116.161768,-217.0238798
2017/11/7,90497,98567.19887,-4086.913556,-3983.285313
2017/11/8,95591,100383.509,-4364.807308,-427.7016698
2017/11/9,135112,104180.9263,-2619.116243,33550.18992
2017/11/10,155174,107245.8634,12359.4978,35568.63877
2017/11/11,157549,110036.4423,14795.58642,32716.9713
2017/11/12,123389,112977.596,-8741.040576,19152.44461
2017/11/13,126153,116172.4021,-8066.32073,18046.91861
2017/11/14,115779,118420.2087,-3652.198346,1010.989654
2017/11/15,127774,116339.7962,-4256.932496,15691.13627
2017/11/16,121398,113308.8841,-2170.199293,10259.3152
2017/11/17,143563,110396.1166,12392.1764,20774.70697
2017/11/18,145371,107572.1171,14665.56152,23133.32135
2017/11/19,123896,104494.6297,-8965.697084,28367.06743
2017/11/20,127178,100006.3663,-8295.481198,35467.11486
2017/11/21,94337,97216.38306,-3454.383545,575.0004823
2017/11/22,92127,96531.84569,-3867.609867,-537.2358197
2017/11/23,94648,95950.97523,-1071.310645,-231.6645875
2017/11/24,107264,95461.61958,12037.0515,-234.6710796
2017/11/25,108411,95052.46639,13598.25523,-239.7216244
2017/11/26,84407,94705.22453,-9845.453828,-452.7707001
2017/11/27,86242,94417.80075,-8003.025927,-172.774821
2017/11/28,89484,94212.72294,-4339.762564,-388.9603786
2017/11/29,90658,94080.33533,-3617.594533,195.2592009
2017/11/30,92654,94019.49786,-975.2183168,-390.2795418
2017/12/1,106043,94063.66941,12342.51042,-363.179836
2017/12/2,108679,94263.15736,15100.88993,-685.0472918
2017/12/3,86192,94644.69393,-8224.131999,-228.5619294
2017/12/4,84619,95182.2412,-9521.799106,-1041.442095
2017/12/5,88723,95784.95281,-5395.110432,-1666.842377
2017/12/6,92207,96403.21251,-3531.475093,-664.7374214
2017/12/7,96814,97049.41845,-1723.370592,1487.952147
2017/12/8,111599,97733.90728,11591.13069,2273.962024
2017/12/9,115490,98417.7397,16495.44663,576.8136698
2017/12/10,92211,99054.84111,-6269.293773,-574.5473363
2017/12/11,88666,99602.65029,-10293.13468,-643.5156077
2017/12/12,94273,100070.7328,-6226.612436,428.8796055
2017/12/13,97439,100525.1607,-3673.647519,587.4867718
2017/12/14,97427,101022.9665,-2288.072926,-1307.893543
2017/12/15,111798,101540.0309,10379.63986,-121.670763
2017/12/16,119811,102013.0342,17555.09948,242.8663259
2017/12/17,98876,102413.7858,-4069.822821,532.0370655
2017/12/18,93050,102788.7002,-10353.65592,614.9557086
2017/12/19,97048,103162.3269,-6641.902933,527.5760805
2017/12/20,100103,103486.2716,-3748.471455,365.1998294
2017/12/21,100705,103690.9081,-2353.273933,-632.6341865
2017/12/22,112940,103808.6252,10302.91747,-1171.542661
2017/12/23,123824,103903.7394,17986.81073,1933.449856
2017/12/24,102843,103982.3825,-6833.871043,5694.488589
2017/12/25,103756,104006.9734,-9269.374997,9018.401603
2017/12/26,97562,103992.9422,-6548.405197,117.4630074
2017/12/27,100511,103816.9167,-3639.649011,333.7322753
2017/12/28,102865,103138.4812,-1685.317505,1411.836335
2017/12/29,119896,102009.2668,10871.49644,7015.236807
2017/12/30,119445,100799.4891,17231.94447,1413.566429
2017/12/31,135107,99728.15791,-8221.577404,43600.41949
2018/1/1,85686,98746.28228,-8502.856018,-4557.426261
2018/1/2,89702,97687.65517,-6229.947976,-1755.707192
2018/1/3,91835,96601.49375,-3414.992282,-1351.501472
2018/1/4,93657,95846.23816,-718.8033366,-1470.434824
2018/1/5,107933,95507.70873,11821.85465,603.436616
2018/1/6,110650,95548.29711,15875.62309,-773.9201971
2018/1/7,84854,95651.1852,-10717.14943,-80.03577521
2018/1/8,88222,95668.44289,-7566.678002,120.2351137
2018/1/9,90686,95602.38694,-5646.503604,730.1166675
2018/1/10,92992,95484.10641,-3213.212625,721.1062135
2018/1/11,97241,95353.35805,-250.3021533,2137.944102
2018/1/12,107436,95230.36393,12668.78675,-463.15068
2018/1/13,107588,95063.82817,14501.42779,-1977.255953
2018/1/14,83219,94863.46719,-11295.49786,-348.969337
2018/1/15,86990,94751.85657,-7515.09347,-246.7631016
2018/1/16,89700,94807.30735,-4846.953147,-260.3542068
2018/1/17,92182,95013.01659,-3138.161252,307.1446597
2018/1/18,93900,95340.3986,149.1501938,-1589.548789
2018/1/19,113998,95747.01562,12676.0868,5574.897572
2018/1/20,110186,96241.38972,13663.23732,281.3729589
2018/1/21,84671,96844.63333,-11558.17945,-615.4538752
2018/1/22,89328,97547.40721,-7285.635501,-933.7717048
2018/1/23,93914,98340.56843,-4351.1032,-75.46522621
2018/1/24,95201,99201.23268,-2914.668331,-1085.564353
2018/1/25,101362,100060.5893,127.5736551,1173.837033
2018/1/26,114422,100902.4345,12558.02526,961.5402856
2018/1/27,114941,101642.7558,12860.41112,437.8330485
2018/1/28,90753,102204.6813,-11217.5225,-234.1588436
2018/1/29,96733,102600.2657,-7223.88971,1356.624006
2018/1/30,99320,102880.411,-4235.657256,675.246232
2018/1/31,106634,103298.9084,-2469.175342,5804.266927
2018/2/1,103028,104007.8745,265.3506731,-1245.225167
2018/2/2,115076,104843.92,12580.3629,-2348.282945
2018/2/3,111996,105681.721,11626.45907,-5312.1801
2018/2/4,89074,106544.5413,-10717.07577,-6753.465527
2018/2/5,99577,107608.6342,-6681.811689,-1349.822555
2018/2/6,104049,108959.1275,-4471.461341,-438.6661828
2018/2/7,108754,110440.8949,-2854.612095,1167.717154
2018/2/8,112592,112023.519,210.688581,357.792405
2018/2/9,126505,113611.7655,12187.75001,705.484522
2018/2/10,124902,115119.2932,11179.69461,-1396.987778
2018/2/11,106496,116449.5911,-10386.24923,432.6581723
2018/2/12,115345,114245.5889,-6788.612083,7888.023186
2018/2/13,117147,109422.995,-1388.33829,9112.343248
2018/2/14,115270,107410.5199,-3963.800462,11823.28058
2018/2/15,42400,105857.6207,-705.5386108,-62752.08214
2018/2/16,69021,104058.9734,11932.2521,-46970.22554
2018/2/17,72196,100119.2886,10824.25732,-38747.54588
2018/2/18,87036,97824.6438,-10068.10523,-720.5385765
2018/2/19,92798,98232.19796,-6925.953771,1491.755816
2018/2/20,87160,98693.42236,-74.13581265,-11459.28655
2018/2/21,92967,99055.56813,-4408.112101,-1680.456033
2018/2/22,99252,99234.95622,-2145.926969,2162.970749
2018/2/23,110960,99287.25014,11918.69512,-245.9452676
2018/2/24,112761,99150.53472,10876.09435,2734.370927
2018/2/25,90730,98705.30525,-10294.04899,2318.743741
2018/2/26,90427,97928.44339,-7300.676401,-200.7669858
2018/2/27,101261,97068.67331,3170.001342,1022.325349
2018/2/28,99440,96264.43383,-4712.787266,7888.353432
2018/3/1,90164,95481.68423,-2895.146572,-2422.537657
2018/3/2,98937,94739.37633,11744.08928,-7546.465603
2018/3/3,104221,94091.33165,11534.29699,-1404.628641
2018/3/4,82511,93659.52736,-9679.71924,-1468.808122
2018/3/5,86215,93697.80124,-7776.370209,293.5689737
2018/3/6,90843,94249.1677,-775.7422001,-2630.425495
2018/3/7,92540,94808.04462,-2839.594791,571.5501707
2018/3/8,98054,95260.49835,-2685.212578,5478.714227
2018/3/9,109505,95691.84381,12030.85544,1782.300751
2018/3/10,113281,96133.79275,12165.85789,4981.349358
2018/3/11,88542,96549.76427,-9465.423003,1457.65873
2018/3/12,88804,96878.4003,-7981.620721,-92.779577
2018/3/13,92169,96995.87891,-2829.643709,-1997.235199
2018/3/14,96063,96950.09316,-1861.489095,974.3959348
2018/3/15,95146,96847.36828,-2224.858593,523.4903089
2018/3/16,107644,96706.47378,12015.55863,-1078.032412
2018/3/17,110704,96555.64046,12709.64687,1438.712673
2018/3/18,87541,96431.09011,-9616.766203,726.676094
2018/3/19,87986,96291.84102,-7891.406416,-414.4346061
2018/3/20,92038,96107.92044,-3556.394706,-513.5257316
2018/3/21,93222,95918.19041,-1874.971238,-821.2191734
2018/3/22,94525,95773.67088,-1107.895579,-140.7753024
2018/3/23,108067,95717.59834,10809.39887,1540.00279
2018/3/24,108406,95759.20778,13312.25513,-665.4629176
2018/3/25,84473,95809.38941,-10017.86124,-1318.528166
2018/3/26,87709,95807.69679,-7420.493321,-678.2034737
2018/3/27,93732,95767.66536,-3281.823906,1246.158548
2018/3/28,94957,95735.11096,-2270.420027,1492.309069
2018/3/29,95557,95707.34966,-1026.179247,875.829585
2018/3/30,104782,95562.57691,10693.13308,-1473.709993
2018/3/31,108709,95215.20068,13501.72297,-7.923651161
2018/4/1,85106,94671.03586,-10426.06467,861.0288063
2018/4/2,89146,93988.69232,-7011.05131,2168.35899
2018/4/3,96101,93251.6881,-3416.560394,6265.872292
2018/4/4,89161,92707.93446,-2497.586973,-1049.347483
2018/4/5,78361,92307.04416,-1283.093989,-12662.95017
2018/4/6,98259,91839.88629,10836.35429,-4417.240583
2018/4/7,95181,91248.37877,13842.57356,-9909.952327
2018/4/8,78844,90779.89948,-10106.6184,-1829.281079
2018/4/9,83734,90688.50168,-6800.267939,-154.2337372
2018/4/10,87280,90909.16376,-3925.238108,296.074349
2018/4/11,88874,91394.27464,-2702.376532,182.1018946
2018/4/12,90010,91842.69807,-1539.285252,-293.4128198
2018/4/13,104329,92172.10662,11078.68206,1078.211315
2018/4/14,107093,92402.67643,14200.583,489.7405765
2018/4/15,83774,92554.53795,-9501.195657,720.6577027
2018/4/16,85830,92653.43427,-7222.933165,399.4988965
2018/4/17,87550,92710.25282,-4868.007357,-292.2454657
2018/4/18,89901,92727.00287,-2691.810908,-134.1919586
2018/4/19,90420,92735.22379,-1563.264206,-751.9595868
2018/4/20,104273,92792.82185,11575.76148,-95.58333446
2018/4/21,107119,92920.13112,14215.96139,-17.09250754
2018/4/22,84156,93098.69815,-8779.251854,-163.4462957
2018/4/23,85171,93316.02659,-7629.498713,-515.5278815
2018/4/24,87784,93574.19121,-5634.804335,-155.3868729
2018/4/25,91708,93867.65732,-2701.490717,541.833402
2018/4/26,93654,94187.19114,-1011.256512,478.0653715
2018/4/27,105329,94512.44731,11883.68041,-1067.127723
2018/4/28,108536,94847.22046,14088.14836,-399.3688231
2018/4/29,87703,95173.93567,-8327.762667,856.8269934
2018/4/30,95764,95465.21509,-8145.545789,8444.330702
2018/5/1,95084,95737.82175,-6306.289744,5652.467996
2018/5/2,92728,96037.41101,-2814.135431,-495.2755809
2018/5/3,96408,96348.7303,-931.4625097,990.7322127
2018/5/4,109242,96617.20212,12544.81791,79.97996955
2018/5/5,110746,96858.14906,14394.45736,-506.6064166
2018/5/6,88571,97100.71619,-7757.256519,-772.4596738
2018/5/7,89510,97247.11427,-8582.489818,845.3755497
2018/5/8,90764,97223.77709,-6795.521513,335.7444274
2018/5/9,94973,97036.87599,-3258.376529,1194.500542
2018/5/10,96156,96741.71402,-1544.95469,959.2406677
2018/5/11,112378,96374.33861,12807.01199,3196.649405
2018/5/12,111227,95945.34362,15102.89278,178.7635984
2018/5/13,87804,95499.46738,-6923.103616,-772.3637666
2018/5/14,84758,95082.89717,-8693.243562,-1631.653611
2018/5/15,86746,94749.21991,-7016.923236,-986.2966762
2018/5/16,90439,94564.32179,-3766.148272,-359.1735219
2018/5/17,90686,94519.9388,-2438.067446,-1395.871358
2018/5/18,107819,94547.25257,12525.58884,746.1585879
2018/5/19,110663,94612.40523,16030.64925,19.94551751
2018/5/20,90061,94675.68237,-5937.247664,1322.565296
2018/5/21,86465,94728.50143,-8825.688784,562.1873588
2018/5/22,88042,94773.84754,-6652.476846,-79.37069525
2018/5/23,90046,94796.86858,-4096.236474,-654.6321073
2018/5/24,91413,94772.61182,-3045.730465,-313.8813584
2018/5/25,105548,94705.71434,11745.48026,-903.1945999
2018/5/26,111681,94602.75673,16337.43242,740.8108522
2018/5/27,89229,94493.09862,-5969.289196,705.1905786
2018/5/28,86476,94381.08058,-8776.18335,871.1027685
2018/5/29,88480,94218.69022,-5916.485833,177.7956103
2018/5/30,89744,94006.50434,-4164.431364,-98.07297744
2018/5/31,90857,93937.67383,-2554.414674,-526.2591586
2018/6/1,104211,94019.3689,11129.10481,-937.4737117
2018/6/2,101777,94182.5002,16190.3067,-8595.806897
2018/6/3,81055,94458.54039,-6780.062661,-6623.477731
2018/6/4,84016,94800.10488,-8540.99046,-2243.114417
2018/6/5,89950,95160.00233,-5122.548978,-87.45335081
2018/6/6,92282,95591.36887,-3842.505171,533.1363055
2018/6/7,98254,96101.85299,-1772.284219,3924.431224
2018/6/8,108156,96534.0079,11060.47448,561.5176191
2018/6/9,112618,96807.22445,14987.95075,822.8248
2018/6/10,88805,96957.22753,-7985.535336,-166.6921928
2018/6/11,89628,96960.38031,-8496.351845,1163.97154
2018/6/12,93299,96812.17939,-4447.438567,934.2591727
2018/6/13,92526,96557.02864,-3136.124222,-894.9044218
2018/6/14,95188,96167.95916,-809.4700913,-170.4890717
2018/6/15,107502,95689.55193,11231.73158,580.7164924
2018/6/16,99353,95196.66611,13569.69167,-9413.357783
2018/6/17,86026,94699.73717,-9445.408757,771.6715888
2018/6/18,70792,94235.9628,-7969.620444,-15474.34236
2018/6/19,88721,93808.63888,-3775.426483,-1312.212397
2018/6/20,91053,93395.88997,-2359.03618,16.14620847
2018/6/21,92854,93123.82016,-133.1804642,-136.6396934
2018/6/22,103297,93168.59563,11496.47593,-1368.071567
2018/6/23,104087,93492.72989,11901.20739,-1306.937288
2018/6/24,81919,94037.26518,-10693.36016,-1424.905025
2018/6/25,85967,94697.59844,-7180.992959,-1549.605484
2018/6/26,93111,95407.54136,-3367.363027,1070.821671
2018/6/27,95036,96155.15062,-1366.733667,247.5830449
2018/6/28,97902,96891.44953,106.1241259,904.426347
2018/6/29,113130,97554.07481,11716.14833,3859.776859
2018/6/30,109402,98084.48726,10580.20501,737.3077365
2018/7/1,86820,98456.96275,-11783.99367,147.030911
2018/7/2,92872,98679.14898,-6611.764682,804.615702
2018/7/3,95485,98802.2206,-2976.604169,-340.6164342
2018/7/4,98277,98877.09015,-1077.23073,477.1405846
2018/7/5,98737,98971.80268,389.873133,-624.6758167
2018/7/6,110854,99116.01754,12107.68174,-369.6992719
2018/7/7,108453,99289.44804,10327.43992,-1163.887956
2018/7/8,86788,99485.4236,-12518.39946,-179.0241356
2018/7/9,95427,99700.88964,-6277.310691,2003.421049
2018/7/10,70521,99915.55925,-3031.088402,-26363.47085
2018/7/11,79560,100120.8241,-1174.288523,-19386.53558
2018/7/12,100459,100309.2506,767.8974407,-618.1480652
2018/7/13,113464,100439.0558,12275.49357,749.4506095
2018/7/14,111275,100452.6896,10207.99722,614.3131468
2018/7/15,87651,100376.7054,-12734.88498,9.179593903
2018/7/16,93175,100254.094,-6235.22337,-843.87059
2018/7/17,97633,100044.4815,-3142.730291,731.2488362
2018/7/18,98365,99759.20603,-1406.296245,12.09021422
2018/7/19,101819,99430.96641,1213.386372,1174.647218
2018/7/20,111502,99134.42922,12020.76427,346.8065037
2018/7/21,108710,98894.0271,10167.09871,-351.1258148
2018/7/22,84960,98683.63069,-12471.93426,-1251.696429
2018/7/23,91454,98534.81331,-6430.665902,-650.1474085
2018/7/24,94315,98535.06107,-2902.730074,-1317.330997
2018/7/25,96997,98682.11881,-1744.143648,59.02483509
2018/7/26,100470,98905.23149,1641.201776,-76.43326479
2018/7/27,109865,99145.58944,11851.74599,-1132.335432
2018/7/28,112097,99383.3156,9558.190521,3155.493876
2018/7/29,88536,99611.01871,-12350.18534,1275.166636
2018/7/30,93924,99812.43405,-6350.106996,461.6729512
2018/7/31,97320,99977.36388,-2441.96925,-215.3946289
2018/8/1,97599,100100.3224,-1701.03874,-800.2836134
2018/8/2,101747,100186.3368,1742.466204,-181.803021
2018/8/3,112254,100255.9325,11669.27814,328.7893364
2018/8/4,108395,100339.7546,9014.180023,-958.9346159
2018/8/5,88654,100433.8306,-12319.155,539.3243491
2018/8/6,94442,100508.9848,-6147.796709,80.81186546
2018/8/7,100231,100539.5601,-2215.966703,1907.406602
2018/8/8,98775,100546.9672,-1272.168768,-499.7984065
2018/8/9,102111,100567.422,1662.170503,-118.5925286
